sale_id,date,customer_id,product_id,store_id,employee_id,quantity,unit_price,discount_pct,revenue,cost,profit,channel,payment_method
TXN00087,2024-09-04,C0331,P024,S11,E125,19,594.39,0.0,11293.41,6273.61,5019.8,Partner,Credit
TXN00088,2021-09-28,C0460,P037,S10,E044,10,5886.49,0.1,52978.41,39600.5,13377.91,Phone,Card
TXN00089,2022-08-14,C0395,P013,S02,E038,16,4453.6,0.0,71257.6,39048.16,32209.44,Phone,Mobile Banking
TXN00090,2024-06-20,C0474,P017,S06,E183,15,1291.83,0.0,19377.45,11009.85,8367.6,Phone,Card
TXN00091,2024-12-21,C0355,P034,S05,E042,6,1866.9,0.2,8961.12,8589.66,371.46,Online,Cash
TXN00092,2024-03-22,C0065,P032,S15,E067,2,7519.67,0.0,15039.34,9646.46,5392.88,Phone,Card
TXN00093,2024-12-19,C0018,P006,S11,E089,7,2849.93,0.1,17954.56,12178.04,5776.52,Online,Mobile Banking
TXN00094,2021-11-29,C0274,P040,S10,E032,15,4962.39,0.1,66992.27,50002.65,16989.62,In-Store,Credit
TXN00095,2021-10-25,C0486,P003,S15,E082,16,5554.56,0.2,71098.37,45336.8,25761.57,Online,Cash
TXN00096,2022-11-10,C0332,P027,S10,E122,18,5864.31,0.1,95001.82,55795.32,39206.5,Phone,Card
TXN00097,2023-06-25,C0174,P036,S04,E188,19,565.6,0.15,9134.44,5732.87,3401.57,Partner,Cash
TXN00098,2024-02-03,C0060,P015,S10,E007,5,8753.39,0.15,37201.91,22064.4,15137.51,Partner,Card
TXN00099,2021-07-09,C0168,P026,S02,E156,15,5621.09,0.0,84316.35,56704.35,27612.0,Online,Card
TXN00100,2021-02-16,C0043,P006,S18,E115,9,2849.93,0.0,25649.37,15657.48,9991.89,In-Store,Credit
TXN00101,2022-10-13,C0309,P031,S20,E131,7,8229.99,0.05,54729.43,31933.02,22796.41,In-Store,Mobile Banking
TXN00102,2023-05-26,C0190,P036,S13,E096,13,565.6,0.0,7352.8,3922.49,3430.31,In-Store,Mobile Banking
TXN00103,2022-09-23,C0229,P022,S18,E023,12,5360.57,0.0,64326.84,45023.4,19303.44,Online,Credit
TXN00104,2023-06-26,C0148,P018,S06,E187,14,4886.72,0.2,54731.26,38662.96,16068.3,Partner,Credit
TXN00105,2024-04-17,C0307,P007,S03,E037,5,918.59,0.2,3674.36,2881.5,792.86,Online,Mobile Banking
TXN00106,2023-12-12,C0172,P036,S03,E152,16,565.6,0.2,7239.68,4827.68,2412.0,Partner,Cash
TXN00107,2024-08-01,C0469,P014,S09,E107,1,3738.0,0.05,3551.1,2913.84,637.26,Online,Credit
TXN00108,2021-10-08,C0103,P018,S06,E098,19,4886.72,0.2,74278.14,52471.16,21806.98,Phone,Credit
TXN00109,2022-09-11,C0428,P035,S19,E078,2,2077.43,0.2,3323.89,3372.58,-48.69,Partner,Credit
TXN00110,2021-01-06,C0079,P009,S09,E077,8,4100.84,0.0,32806.72,18499.04,14307.68,Partner,Cash
TXN00111,2022-01-03,C0252,P023,S08,E008,10,3968.65,0.05,37702.17,26375.1,11327.07,In-Store,Mobile Banking
TXN00112,2024-05-11,C0382,P001,S12,E149,16,6287.9,0.0,100606.4,78469.12,22137.28,Partner,Credit
TXN00113,2024-11-05,C0244,P012,S04,E096,9,4394.4,0.15,33617.16,24077.7,9539.46,In-Store,Mobile Banking
TXN00114,2021-04-30,C0075,P012,S11,E119,6,4394.4,0.1,23729.76,16051.8,7677.96,Online,Mobile Banking
TXN00115,2022-07-13,C0185,P009,S14,E163,6,4100.84,0.0,24605.04,13874.28,10730.76,Phone,Cash
TXN00116,2023-12-21,C0328,P016,S03,E132,10,3991.25,0.0,39912.5,20194.6,19717.9,Online,Card
TXN00117,2021-12-09,C0279,P024,S11,E081,4,594.39,0.1,2139.8,1320.76,819.04,Phone,Mobile Banking
TXN00118,2023-12-31,C0297,P034,S12,E037,12,1866.9,0.0,22402.8,17179.32,5223.48,In-Store,Card
TXN00119,2023-02-03,C0399,P032,S16,E106,17,7519.67,0.0,127834.39,81994.91,45839.48,Phone,Card
TXN00120,2021-11-13,C0258,P033,S08,E049,4,6236.78,0.0,24947.12,19257.0,5690.12,In-Store,Credit
TXN00121,2021-08-27,C0420,P027,S05,E005,15,5864.31,0.0,87964.65,46496.1,41468.55,Partner,Mobile Banking
TXN00122,2023-01-13,C0072,P025,S15,E153,10,6424.47,0.15,54608.0,34327.8,20280.2,Phone,Card
TXN00123,2021-08-31,C0114,P005,S05,E178,10,4264.87,0.0,42648.7,33029.8,9618.9,Online,Card
TXN00124,2022-03-06,C0067,P011,S03,E109,10,4327.68,0.0,43276.8,33093.6,10183.2,In-Store,Cash
TXN00125,2023-09-19,C0388,P036,S14,E011,1,565.6,0.2,452.48,301.73,150.75,Online,Cash
TXN00126,2024-09-13,C0263,P030,S19,E016,2,6329.74,0.2,10127.58,7462.34,2665.24,Partner,Cash
TXN00127,2021-05-16,C0155,P040,S01,E194,9,4962.39,0.0,44661.51,30001.59,14659.92,In-Store,Cash
TXN00128,2024-04-18,C0462,P014,S07,E048,20,3738.0,0.0,74760.0,58276.8,16483.2,Phone,Cash
TXN00129,2022-07-23,C0486,P028,S19,E090,3,4524.59,0.0,13573.77,7737.21,5836.56,Phone,Card
TXN00130,2024-06-09,C0124,P033,S17,E146,17,6236.78,0.2,84820.21,81842.25,2977.96,In-Store,Cash
TXN00131,2021-01-29,C0271,P019,S07,E184,19,1903.37,0.2,28931.22,20673.52,8257.7,Online,Mobile Banking
TXN00132,2024-01-06,C0003,P001,S04,E055,6,6287.9,0.2,30181.92,29425.92,756.0,Partner,Mobile Banking
TXN00133,2023-06-20,C0345,P006,S04,E047,19,2849.93,0.0,54148.67,33054.68,21093.99,Phone,Credit
TXN00134,2023-11-20,C0117,P027,S14,E029,14,5864.31,0.0,82100.34,43396.36,38703.98,Phone,Cash
TXN00135,2023-12-01,C0070,P037,S16,E196,15,5886.49,0.0,88297.35,59400.75,28896.6,Phone,Mobile Banking
TXN00136,2021-03-25,C0043,P007,S11,E127,18,918.59,0.15,14054.43,10373.4,3681.03,In-Store,Credit
TXN00137,2024-05-14,C0377,P017,S10,E176,10,1291.83,0.05,12272.38,7339.9,4932.48,Partner,Card
TXN00138,2022-08-19,C0438,P008,S14,E049,18,1766.83,0.05,30212.79,23557.14,6655.65,In-Store,Credit
TXN00139,2021-01-27,C0346,P017,S16,E173,12,1291.83,0.0,15501.96,8807.88,6694.08,In-Store,Credit
TXN00140,2024-09-10,C0347,P004,S03,E031,15,5997.31,0.1,80963.69,61381.65,19582.04,Online,Credit
TXN00141,2024-04-24,C0053,P032,S06,E017,13,7519.67,0.15,83092.35,62701.99,20390.36,Phone,Card
TXN00142,2024-05-03,C0433,P033,S13,E032,11,6236.78,0.0,68604.58,52956.75,15647.83,Online,Credit
TXN00143,2024-04-06,C0304,P022,S09,E194,16,5360.57,0.0,85769.12,60031.2,25737.92,Partner,Mobile Banking
TXN00144,2024-05-20,C0487,P008,S13,E125,16,1766.83,0.15,24028.89,20939.68,3089.21,Phone,Card
TXN00145,2021-09-08,C0129,P013,S16,E128,15,4453.6,0.0,66804.0,36607.65,30196.35,Online,Card
TXN00146,2021-04-19,C0426,P033,S03,E128,1,6236.78,0.0,6236.78,4814.25,1422.53,In-Store,Card
TXN00147,2024-10-23,C0168,P035,S05,E078,13,2077.43,0.1,24305.93,21921.77,2384.16,In-Store,Cash
TXN00148,2023-10-06,C0406,P036,S15,E052,17,565.6,0.2,7692.16,5129.41,2562.75,Phone,Credit
TXN00149,2022-06-20,C0278,P025,S11,E139,16,6424.47,0.1,92512.37,54924.48,37587.89,In-Store,Cash
TXN00150,2023-02-25,C0231,P019,S11,E097,14,1903.37,0.0,26647.18,15233.12,11414.06,Partner,Credit
TXN00151,2021-12-29,C0286,P002,S10,E181,2,5224.55,0.0,10449.1,5615.6,4833.5,Online,Credit
TXN00152,2022-10-02,C0367,P030,S13,E125,14,6329.74,0.0,88616.36,52236.38,36379.98,In-Store,Credit
TXN00153,2024-01-10,C0293,P027,S16,E122,18,5864.31,0.15,89723.94,55795.32,33928.62,Online,Cash
TXN00154,2023-10-11,C0303,P014,S13,E158,13,3738.0,0.0,48594.0,37879.92,10714.08,Phone,Mobile Banking
TXN00155,2021-02-27,C0303,P020,S02,E033,11,5238.87,0.0,57627.57,35947.23,21680.34,Phone,Mobile Banking
TXN00156,2024-07-04,C0175,P038,S13,E025,19,1840.87,0.0,34976.53,21637.39,13339.14,Partner,Mobile Banking
TXN00157,2022-12-21,C0029,P027,S08,E064,12,5864.31,0.05,66853.13,37196.88,29656.25,Online,Mobile Banking
TXN00158,2024-11-10,C0034,P003,S10,E030,19,5554.56,0.0,105536.64,53837.45,51699.19,Phone,Card
TXN00159,2022-10-30,C0020,P030,S15,E169,1,6329.74,0.1,5696.77,3731.17,1965.6,Partner,Credit
TXN00160,2024-11-26,C0241,P022,S19,E006,9,5360.57,0.0,48245.13,33767.55,14477.58,Phone,Credit
TXN00161,2022-10-23,C0294,P021,S04,E126,19,1024.97,0.05,18500.71,11803.94,6696.77,In-Store,Card
TXN00162,2023-10-27,C0416,P014,S11,E043,11,3738.0,0.05,39062.1,32052.24,7009.86,Phone,Mobile Banking
TXN00163,2023-10-15,C0326,P031,S03,E138,14,8229.99,0.0,115219.86,63866.04,51353.82,Online,Mobile Banking
TXN00164,2022-09-01,C0294,P017,S13,E058,9,1291.83,0.0,11626.47,6605.91,5020.56,In-Store,Cash
TXN00165,2022-07-14,C0035,P007,S19,E136,19,918.59,0.0,17453.21,10949.7,6503.51,Partner,Credit
TXN00166,2021-06-07,C0334,P032,S10,E130,7,7519.67,0.0,52637.69,33762.61,18875.08,Phone,Credit
TXN00167,2022-02-14,C0213,P001,S13,E065,18,6287.9,0.0,113182.2,88277.76,24904.44,Partner,Card
TXN00168,2024-12-11,C0265,P024,S06,E148,1,594.39,0.15,505.23,330.19,175.04,Partner,Card
TXN00169,2024-07-30,C0273,P012,S20,E197,15,4394.4,0.0,65916.0,40129.5,25786.5,Partner,Cash
TXN00170,2023-01-17,C0237,P010,S05,E062,17,363.83,0.0,6185.11,4763.06,1422.05,Online,Mobile Banking
TXN00171,2022-10-15,C0441,P039,S03,E163,14,3487.32,0.05,46381.36,38335.5,8045.86,Online,Credit
TXN00172,2022-08-11,C0331,P028,S06,E066,9,4524.59,0.2,32577.05,23211.63,9365.42,Online,Credit
TXN00173,2021-11-04,C0099,P010,S01,E063,8,363.83,0.0,2910.64,2241.44,669.2,Phone,Credit
TXN00174,2023-06-13,C0217,P035,S02,E052,16,2077.43,0.1,29914.99,26980.64,2934.35,Online,Mobile Banking
TXN00175,2022-06-14,C0405,P030,S09,E169,5,6329.74,0.0,31648.7,18655.85,12992.85,Online,Cash
TXN00176,2021-02-10,C0029,P025,S03,E081,16,6424.47,0.2,82233.22,54924.48,27308.74,Phone,Cash
TXN00177,2024-10-07,C0337,P017,S03,E102,14,1291.83,0.0,18085.62,10275.86,7809.76,Online,Card
TXN00178,2023-10-22,C0478,P036,S04,E134,4,565.6,0.1,2036.16,1206.92,829.24,Phone,Credit
TXN00179,2024-05-13,C0063,P013,S11,E085,3,4453.6,0.0,13360.8,7321.53,6039.27,Partner,Card
TXN00180,2021-10-23,C0055,P039,S06,E055,14,3487.32,0.0,48822.48,38335.5,10486.98,Phone,Credit
TXN00181,2024-04-22,C0029,P005,S16,E137,14,4264.87,0.0,59708.18,46241.72,13466.46,Phone,Cash
TXN00182,2023-05-18,C0244,P005,S08,E072,11,4264.87,0.1,42222.21,36332.78,5889.43,Online,Mobile Banking
TXN00183,2023-01-24,C0421,P001,S10,E006,16,6287.9,0.15,85515.44,78469.12,7046.32,In-Store,Cash
TXN00184,2024-02-06,C0197,P015,S10,E164,8,8753.39,0.0,70027.12,35303.04,34724.08,Phone,Cash
TXN00185,2022-04-30,C0440,P011,S15,E100,18,4327.68,0.2,62318.59,59568.48,2750.11,In-Store,Credit
TXN00186,2021-07-04,C0480,P036,S08,E077,9,565.6,0.0,5090.4,2715.57,2374.83,Online,Card
TXN00187,2022-10-12,C0451,P020,S14,E009,15,5238.87,0.15,66795.59,49018.95,17776.64,Phone,Cash
TXN00188,2023-04-26,C0475,P017,S11,E184,16,1291.83,0.05,19635.82,11743.84,7891.98,Partner,Cash
TXN00189,2022-06-19,C0260,P014,S03,E091,6,3738.0,0.15,19063.8,17483.04,1580.76,Partner,Mobile Banking
TXN00190,2021-02-26,C0391,P040,S02,E165,15,4962.39,0.15,63270.47,50002.65,13267.82,Online,Credit
TXN00191,2023-04-01,C0103,P013,S10,E081,5,4453.6,0.0,22268.0,12202.55,10065.45,In-Store,Cash
TXN00192,2023-11-24,C0366,P010,S05,E153,6,363.83,0.0,2182.98,1681.08,501.9,Partner,Mobile Banking
TXN00193,2021-10-01,C0134,P015,S06,E176,15,8753.39,0.05,124735.81,66193.2,58542.61,Phone,Mobile Banking
TXN00194,2023-04-29,C0189,P004,S06,E101,7,5997.31,0.0,41981.17,28644.77,13336.4,Partner,Card
TXN00195,2024-02-18,C0332,P037,S20,E161,1,5886.49,0.0,5886.49,3960.05,1926.44,Online,Cash
TXN00196,2022-06-21,C0360,P007,S06,E013,15,918.59,0.0,13778.85,8644.5,5134.35,Partner,Credit
TXN00197,2021-11-02,C0046,P021,S12,E044,20,1024.97,0.0,20499.4,12425.2,8074.2,In-Store,Cash
TXN00198,2023-07-19,C0424,P011,S16,E031,17,4327.68,0.05,69892.03,56259.12,13632.91,Online,Card
TXN00199,2022-06-30,C0148,P023,S16,E098,7,3968.65,0.2,22224.44,18462.57,3761.87,Online,Credit
TXN00200,2022-03-18,C0422,P021,S10,E187,7,1024.97,0.1,6457.31,4348.82,2108.49,Online,Credit
TXN00201,2021-10-26,C0015,P028,S10,E068,6,4524.59,0.05,25790.16,15474.42,10315.74,Online,Credit
TXN00202,2024-04-08,C0351,P009,S15,E022,8,4100.84,0.0,32806.72,18499.04,14307.68,In-Store,Credit
TXN00203,2022-10-25,C0499,P031,S13,E176,5,8229.99,0.2,32919.96,22809.3,10110.66,Online,Credit
TXN00204,2024-05-08,C0132,P015,S03,E025,14,8753.39,0.15,104165.34,61780.32,42385.02,In-Store,Cash
TXN00205,2023-08-23,C0466,P012,S12,E156,11,4394.4,0.0,48338.4,29428.3,18910.1,In-Store,Cash
TXN00206,2024-06-23,C0196,P036,S10,E102,9,565.6,0.1,4581.36,2715.57,1865.79,Phone,Card
TXN00207,2024-04-03,C0092,P015,S09,E044,18,8753.39,0.0,157561.02,79431.84,78129.18,Partner,Mobile Banking
TXN00208,2021-07-03,C0163,P012,S17,E111,15,4394.4,0.0,65916.0,40129.5,25786.5,Online,Mobile Banking
TXN00209,2021-04-01,C0066,P034,S16,E072,4,1866.9,0.0,7467.6,5726.44,1741.16,Phone,Credit
TXN00210,2024-06-09,C0425,P006,S09,E133,10,2849.93,0.0,28499.3,17397.2,11102.1,Phone,Credit
TXN00211,2023-10-04,C0392,P008,S05,E143,6,1766.83,0.0,10600.98,7852.38,2748.6,Partner,Cash
TXN00212,2021-04-22,C0118,P007,S06,E010,7,918.59,0.0,6430.13,4034.1,2396.03,Partner,Mobile Banking
TXN00213,2023-08-15,C0224,P027,S04,E127,6,5864.31,0.15,29907.98,18598.44,11309.54,In-Store,Credit
TXN00214,2024-02-23,C0249,P016,S15,E127,12,3991.25,0.15,40710.75,24233.52,16477.23,In-Store,Card
TXN00215,2021-07-11,C0105,P012,S10,E047,4,4394.4,0.0,17577.6,10701.2,6876.4,Online,Mobile Banking
TXN00216,2024-04-14,C0109,P004,S19,E002,19,5997.31,0.15,96856.56,77750.09,19106.47,Online,Credit
TXN00217,2023-10-18,C0347,P017,S04,E085,3,1291.83,0.0,3875.49,2201.97,1673.52,In-Store,Mobile Banking
TXN00218,2023-02-05,C0303,P027,S04,E083,4,5864.31,0.05,22284.38,12398.96,9885.42,Online,Cash
TXN00219,2024-12-20,C0338,P010,S16,E117,3,363.83,0.05,1036.92,840.54,196.38,Phone,Cash
TXN00220,2024-09-05,C0319,P021,S15,E084,11,1024.97,0.0,11274.67,6833.86,4440.81,Online,Card
TXN00221,2024-08-11,C0145,P033,S11,E015,2,6236.78,0.2,9978.85,9628.5,350.35,In-Store,Credit
TXN00222,2022-06-07,C0092,P038,S08,E198,3,1840.87,0.05,5246.48,3416.43,1830.05,Partner,Cash
TXN00223,2022-03-03,C0084,P035,S13,E200,1,2077.43,0.2,1661.94,1686.29,-24.35,Partner,Mobile Banking
TXN00224,2022-09-04,C0252,P006,S14,E189,5,2849.93,0.0,14249.65,8698.6,5551.05,Phone,Card
TXN00225,2021-07-16,C0427,P015,S12,E132,12,8753.39,0.15,89284.58,52954.56,36330.02,Online,Credit
TXN00226,2023-09-03,C0138,P027,S19,E154,15,5864.31,0.05,83566.42,46496.1,37070.32,Partner,Cash
TXN00227,2023-01-25,C0315,P026,S06,E112,14,5621.09,0.2,62956.21,52924.06,10032.15,Partner,Cash
TXN00228,2022-12-01,C0499,P001,S15,E174,2,6287.9,0.1,11318.22,9808.64,1509.58,Online,Card
TXN00229,2024-07-13,C0332,P029,S17,E022,16,3883.0,0.1,55915.2,31494.4,24420.8,Phone,Credit
